model,layer,group,effect,n_items,estimate,ci_low,ci_high,positive_rate
gemma3_12b,28,false_friend,language_excess_vs_true_friend,20+20,5.104713585972786,2.2996569836884735,8.141268165186046,
gemma3_12b,28,false_friend,language_excess_vs_translation_control,20+16,6.038423500955112,3.465015667825951,8.922858806960306,
gemma3_12b,32,false_friend,language_excess_vs_true_friend,20+20,9.29575704112649,5.509238665066659,13.331731993202117,
gemma3_12b,32,false_friend,language_excess_vs_translation_control,20+16,9.312548692524436,5.649465409088882,13.25849916173145,
gemma3_12b,36,false_friend,language_excess_vs_true_friend,20+20,11.219707049429417,6.717188889272511,16.072526037096974,
gemma3_12b,36,false_friend,language_excess_vs_translation_control,20+16,10.857877115160305,6.523480497449636,15.530122928116548,
gemma3_12b,40,false_friend,language_excess_vs_true_friend,20+20,12.096517919749022,7.366501038074493,17.166362951695916,
gemma3_12b,40,false_friend,language_excess_vs_translation_control,20+16,11.833025447279812,7.284638141338975,16.72109818250117,
gemma3_12b,44,false_friend,language_excess_vs_true_friend,20+20,14.862602967023848,8.498312158882618,21.394109334498637,
gemma3_12b,44,false_friend,language_excess_vs_translation_control,20+16,15.336653290181765,9.433291279935982,21.64046969462834,
gemma3_12b,47,false_friend,language_excess_vs_true_friend,20+20,20.17658838033676,10.661051493585111,29.727430162131782,
gemma3_12b,47,false_friend,language_excess_vs_translation_control,20+16,19.20971845335589,10.378636050464776,28.340946945017016,
qwen3_8b,0,false_friend,language_excess_vs_true_friend,20+20,-0.06800352050649963,-0.20681895739098308,0.07335415588402595,
qwen3_8b,0,false_friend,language_excess_vs_translation_control,20+16,-0.1375340737075021,-0.25878207823261623,-0.01701749652460423,
qwen3_8b,4,false_friend,language_excess_vs_true_friend,20+20,0.055889479710322126,-0.25169409182208824,0.36350390311627495,
qwen3_8b,4,false_friend,language_excess_vs_translation_control,20+16,-0.37812166236963096,-0.7130699904263019,-0.027007872450344667,
qwen3_8b,8,false_friend,language_excess_vs_true_friend,20+20,-0.026268029489096997,-0.30279779655068073,0.253348903975907,
qwen3_8b,8,false_friend,language_excess_vs_translation_control,20+16,-0.41718142789050033,-0.7249728286638857,-0.11072745364636383,
qwen3_8b,12,false_friend,language_excess_vs_true_friend,20+20,-0.3237057601612832,-0.7540539640237784,0.14157194871440862,
qwen3_8b,12,false_friend,language_excess_vs_translation_control,20+16,-0.841786626019075,-1.2732531058411247,-0.40614296592870247,
qwen3_8b,16,false_friend,language_excess_vs_true_friend,20+20,-0.3810618846257967,-0.9252653875734995,0.18464440678900007,
qwen3_8b,16,false_friend,language_excess_vs_translation_control,20+16,-1.103195136864906,-1.5406420389562847,-0.6441336626133539,
qwen3_8b,20,false_friend,language_excess_vs_true_friend,20+20,-0.340171879536842,-0.9585120011452455,0.3332945118937647,
qwen3_8b,20,false_friend,language_excess_vs_translation_control,20+16,-0.8481888262582288,-1.4464224643121224,-0.2165740714456399,
qwen3_8b,24,false_friend,language_excess_vs_true_friend,20+20,1.953414559969451,-0.3999728512426373,4.781709155039418,
qwen3_8b,24,false_friend,language_excess_vs_translation_control,20+16,1.4802362728816223,-0.8671899087098409,4.299252083377215,
qwen3_8b,28,false_friend,language_excess_vs_true_friend,20+20,5.884722180657368,2.474948946081609,9.959333388977132,
qwen3_8b,28,false_friend,language_excess_vs_translation_control,20+16,5.622159070950859,2.3134352736294983,9.338680681122504,
qwen3_8b,32,false_friend,language_excess_vs_true_friend,20+20,6.054357526378798,2.330603420956016,10.264762918249819,
qwen3_8b,32,false_friend,language_excess_vs_translation_control,20+16,5.656359428728711,2.037757723971734,9.698642379048723,
qwen3_8b,35,false_friend,language_excess_vs_true_friend,20+20,3.5630791228264567,1.2318097366392615,6.047592979343606,
qwen3_8b,35,false_friend,language_excess_vs_translation_control,20+16,3.248384802354485,1.0606971843726936,5.627485503970611,
