model,component,layer,group,effect,n_items,estimate,ci_low,ci_high,positive_rate
qwen3_8b,mlp,0,false_friend,semantic_main,20,0.20220087394118308,-0.15126589816063643,0.5477168886363505,0.6
qwen3_8b,mlp,0,false_friend,language_main,20,0.2152658484876156,-0.13537407539784907,0.6103069297969336,0.65
qwen3_8b,mlp,0,monolingual_polysemy,semantic_main,20,0.1232143759727478,-0.007717033028602595,0.2812640634179114,0.45
qwen3_8b,mlp,0,true_friend,language_main,20,-0.3859967993023474,-1.599422465545574,0.6995599872614918,0.35
qwen3_8b,mlp,0,translation_control,language_main,16,1.3149959411375671,0.5355944405770515,2.118399918367843,0.75
qwen3_8b,mlp,4,false_friend,semantic_main,20,0.11851416900753975,-0.17177825270220637,0.505846509635448,0.5
qwen3_8b,mlp,4,false_friend,language_main,20,2.5213567458093165,0.7817067027650774,4.842808336224406,0.85
qwen3_8b,mlp,4,monolingual_polysemy,semantic_main,20,0.034072470664978025,-0.06473692119121552,0.14091281592845906,0.5
qwen3_8b,mlp,4,true_friend,language_main,20,0.06194209765390042,-0.4110787867401996,0.4136642110374645,0.6
qwen3_8b,mlp,4,translation_control,language_main,16,-0.4767050302989446,-0.8766087599098682,-0.12783410916399593,0.25
qwen3_8b,mlp,8,false_friend,semantic_main,20,0.3692332744598389,0.13578502029180525,0.6458612549304958,0.65
qwen3_8b,mlp,8,false_friend,language_main,20,1.3448471128940582,0.6893120406568051,2.116832809150219,0.9
qwen3_8b,mlp,8,monolingual_polysemy,semantic_main,20,0.07218343019485474,-0.11954205662012099,0.24153742551803564,0.55
qwen3_8b,mlp,8,true_friend,language_main,20,-0.2719758484742442,-0.5729408977873448,-0.0014505500611000065,0.5
qwen3_8b,mlp,8,translation_control,language_main,16,0.05432528242954504,-0.1984240163117647,0.31081113703548907,0.625
qwen3_8b,mlp,12,false_friend,semantic_main,20,0.2001393847167492,0.039981253407895566,0.3648258162662387,0.6
qwen3_8b,mlp,12,false_friend,language_main,20,0.3194891460239887,0.1220130099542439,0.5302042932249604,0.7
qwen3_8b,mlp,12,monolingual_polysemy,semantic_main,20,-0.09619543552398682,-0.22075050264596938,0.019056476354598867,0.25
qwen3_8b,mlp,12,true_friend,language_main,20,-0.09134437736720429,-0.3118262446070503,0.20422020740885266,0.2
qwen3_8b,mlp,12,translation_control,language_main,16,0.2009229284203684,-0.10291111049359643,0.5311890628612672,0.625
qwen3_8b,mlp,16,false_friend,semantic_main,20,0.014842651039361953,-0.04801022259518504,0.0750483616068959,0.6
qwen3_8b,mlp,16,false_friend,language_main,20,0.2227547474205494,0.07636528428643942,0.38988872764632077,0.75
qwen3_8b,mlp,16,monolingual_polysemy,semantic_main,20,0.010870587825775147,-0.08503278225660324,0.09374671518802641,0.55
qwen3_8b,mlp,16,true_friend,language_main,20,-0.0771682980524929,-0.23071648836245004,0.09637155133102147,0.3
qwen3_8b,mlp,16,translation_control,language_main,16,-0.18715365956427377,-0.3258312400430441,-0.05284904614090936,0.25
qwen3_8b,mlp,20,false_friend,semantic_main,20,0.07547654137015343,-0.030068065691739306,0.18423180758953092,0.65
qwen3_8b,mlp,20,false_friend,language_main,20,0.1336409904062748,0.014895272850990297,0.2565889675356443,0.65
qwen3_8b,mlp,20,monolingual_polysemy,semantic_main,20,0.011940395832061768,-0.055818633139133454,0.09683388441801064,0.4
qwen3_8b,mlp,20,true_friend,language_main,20,0.020459842752620715,-0.10212753712745438,0.16479980006991238,0.35
qwen3_8b,mlp,20,translation_control,language_main,16,0.0003428420213822392,-0.1609613020623101,0.1587642367929218,0.5
qwen3_8b,mlp,24,false_friend,semantic_main,20,0.025879564136266707,-0.05644158229231834,0.11240631738677619,0.5
qwen3_8b,mlp,24,false_friend,language_main,20,0.205921982973814,0.08323963530361653,0.3469718046113849,0.7
qwen3_8b,mlp,24,monolingual_polysemy,semantic_main,20,0.01257866621017456,-0.045515187680721284,0.06648891687393182,0.45
qwen3_8b,mlp,24,true_friend,language_main,20,-0.0173413009078331,-0.19973843072977898,0.12557452143570735,0.55
qwen3_8b,mlp,24,translation_control,language_main,16,0.017238426609765156,-0.07718768446634384,0.11877430385138715,0.4375
qwen3_8b,mlp,28,false_friend,semantic_main,20,0.017032818496227266,-0.010372331738471985,0.04769884806126351,0.45
qwen3_8b,mlp,28,false_friend,language_main,20,0.008440984785556794,-0.019345731660723686,0.0437312879785895,0.4
qwen3_8b,mlp,28,monolingual_polysemy,semantic_main,20,0.00828862190246582,-0.018085666000843048,0.03254646718502044,0.6
qwen3_8b,mlp,28,true_friend,language_main,20,0.009281664966351855,-0.06872167450307984,0.08064083516597742,0.55
qwen3_8b,mlp,28,translation_control,language_main,16,-0.04488925260056931,-0.12597805571965637,0.03877848796546458,0.3125
qwen3_8b,mlp,32,false_friend,semantic_main,20,-0.004705796390771866,-0.0319421892799437,0.02039654903113839,0.5
qwen3_8b,mlp,32,false_friend,language_main,20,0.0014022879302501678,-0.03780203945934772,0.037749795299023337,0.6
qwen3_8b,mlp,32,monolingual_polysemy,semantic_main,20,-0.005664753913879395,-0.01804675579071045,0.005186998844146723,0.35
qwen3_8b,mlp,32,true_friend,language_main,20,-0.02106447815838237,-0.07460266575109016,0.03282282874010545,0.4
qwen3_8b,mlp,32,translation_control,language_main,16,0.023409891872688604,-0.025267371814720718,0.07691785963249906,0.5
qwen3_8b,mlp,35,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,mlp,35,false_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,mlp,35,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,mlp,35,true_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,mlp,35,translation_control,language_main,16,0.0,0.0,0.0,0.0
qwen3_8b,residual,0,false_friend,semantic_main,20,0.4942307651042938,0.03737771272659302,1.1327638950943946,0.75
qwen3_8b,residual,0,false_friend,language_main,20,0.32223519384860994,-0.11909706763923168,0.9277665107697239,0.45
qwen3_8b,residual,0,monolingual_polysemy,semantic_main,20,0.11454389095306397,-0.044687814116477965,0.30258291304111473,0.5
qwen3_8b,residual,0,true_friend,language_main,20,-0.4358649818320828,-1.6763471454629302,0.7042828026414287,0.35
qwen3_8b,residual,0,translation_control,language_main,16,1.691323764238859,0.5986507134416225,2.7922182375456917,0.6875
qwen3_8b,residual,4,false_friend,semantic_main,20,0.8111145012080669,-0.13313401950523257,1.9991670230031005,0.6
qwen3_8b,residual,4,false_friend,language_main,20,8.541769408434629,4.342391658443957,13.594962680041784,0.95
qwen3_8b,residual,4,monolingual_polysemy,semantic_main,20,0.3680423378944397,0.03880239754915237,0.7225082269310948,0.55
qwen3_8b,residual,4,true_friend,language_main,20,-0.43745994152814094,-1.532848287991592,0.687563077040248,0.4
qwen3_8b,residual,4,translation_control,language_main,16,0.6449724124568097,-0.6691069690709573,2.5500451780525264,0.25
qwen3_8b,residual,8,false_friend,semantic_main,20,1.904221572726965,0.7800745595432819,3.284070543888952,0.7
qwen3_8b,residual,8,false_friend,language_main,20,9.685615303367376,5.391845730058849,14.771664740741253,0.95
qwen3_8b,residual,8,monolingual_polysemy,semantic_main,20,0.48367480039596555,-0.08759378284215927,1.1281496807932854,0.55
qwen3_8b,residual,8,true_friend,language_main,20,0.3514159908953616,-0.5477009990526387,1.3730475762549277,0.55
qwen3_8b,residual,8,translation_control,language_main,16,0.3916931674821238,-1.3060560177988105,2.6402718749810723,0.4375
qwen3_8b,residual,12,false_friend,semantic_main,20,1.8947946801781654,0.6525560392066836,3.2097986976429813,0.8
qwen3_8b,residual,12,false_friend,language_main,20,8.957742543518544,4.508294264450669,14.077235932499164,0.8
qwen3_8b,residual,12,monolingual_polysemy,semantic_main,20,0.4708085894584656,-0.04509416103363036,1.0257147210836408,0.55
qwen3_8b,residual,12,true_friend,language_main,20,0.4415530621044127,-0.3080124811661142,1.293474286066349,0.65
qwen3_8b,residual,12,translation_control,language_main,16,0.09582756083455024,-1.4028388709202773,2.1178100834591302,0.5
qwen3_8b,residual,16,false_friend,semantic_main,20,2.505544685199857,1.1432222061138602,4.30636234234087,0.85
qwen3_8b,residual,16,false_friend,language_main,20,5.926132785156369,3.219186465041712,8.916251387745142,0.8
qwen3_8b,residual,16,monolingual_polysemy,semantic_main,20,0.4807091116905212,-0.0004503893852233873,1.0187555149197578,0.6
qwen3_8b,residual,16,true_friend,language_main,20,0.33673352556741065,-0.3905648852646754,1.0443777460516452,0.65
qwen3_8b,residual,16,translation_control,language_main,16,-0.5349068121213332,-1.6186867202792183,0.509967100614812,0.375
qwen3_8b,residual,20,false_friend,semantic_main,20,1.8175048887729646,1.0190934976004065,2.759343229159713,0.8
qwen3_8b,residual,20,false_friend,language_main,20,4.952938297390938,2.764343327526003,7.382815328557044,0.95
qwen3_8b,residual,20,monolingual_polysemy,semantic_main,20,0.2884708881378174,-0.07099466562271117,0.6236081343889236,0.55
qwen3_8b,residual,20,true_friend,language_main,20,0.18272701798991875,-0.4222870943774205,0.8027166712087935,0.5
qwen3_8b,residual,20,translation_control,language_main,16,-0.39857299632149035,-0.9917873271437198,0.20524729732267108,0.375
qwen3_8b,residual,24,false_friend,semantic_main,20,0.4073567293584347,0.025197224393486976,0.7943543786555527,0.7
qwen3_8b,residual,24,false_friend,language_main,20,1.9248012207448482,0.884984917845577,3.0983106509223557,0.9
qwen3_8b,residual,24,monolingual_polysemy,semantic_main,20,0.12663525342941284,-0.1369166612625122,0.3154154857993125,0.6
qwen3_8b,residual,24,true_friend,language_main,20,0.020372927177299972,-0.18922726839809742,0.23183910444374262,0.55
qwen3_8b,residual,24,translation_control,language_main,16,-0.0023731309449885885,-0.20156459100544452,0.2126468592316597,0.375
qwen3_8b,residual,28,false_friend,semantic_main,20,0.1337755560874939,0.029464513808488847,0.2582593747973441,0.7
qwen3_8b,residual,28,false_friend,language_main,20,0.1334549680352211,0.05378488481044769,0.22338310945779083,0.75
qwen3_8b,residual,28,monolingual_polysemy,semantic_main,20,0.06391408443450927,0.020249167680740355,0.11640873491764064,0.6
qwen3_8b,residual,28,true_friend,language_main,20,0.06629678292315475,-0.09534766496559313,0.2223751066319528,0.65
qwen3_8b,residual,28,translation_control,language_main,16,-0.14427520381059367,-0.4026109577018019,0.06058685891330241,0.4375
qwen3_8b,residual,32,false_friend,semantic_main,20,0.05500839427113533,0.015907050054520366,0.09749515058472752,0.7
qwen3_8b,residual,32,false_friend,language_main,20,0.021961409598588943,-0.02351582137867808,0.07600639346987006,0.45
qwen3_8b,residual,32,monolingual_polysemy,semantic_main,20,0.011955130100250243,-0.003926390111446381,0.0296414628624916,0.5
qwen3_8b,residual,32,true_friend,language_main,20,0.019647115542102255,-0.042019674039347595,0.09092652871928295,0.5
qwen3_8b,residual,32,translation_control,language_main,16,-0.08876604214219697,-0.19353060387074947,0.02564758425580746,0.25
qwen3_8b,residual,35,false_friend,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,residual,35,false_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,residual,35,monolingual_polysemy,semantic_main,20,0.0,0.0,0.0,0.0
qwen3_8b,residual,35,true_friend,language_main,20,0.0,0.0,0.0,0.0
qwen3_8b,residual,35,translation_control,language_main,16,0.0,0.0,0.0,0.0
